frame_id,object_id,class,x,y,center,xmin,ymin,xmax,ymax
3,1,person,520.5,357.0,"(521, 357)",425,0,616,714
3,2,person,618.0,213.0,"(618, 213)",533,8,703,418
4,1,person,528.0,353.0,"(528, 353)",433,0,623,706
4,2,person,614.0,231.0,"(614, 231)",535,39,693,423
5,1,person,530.0,352.0,"(530, 352)",435,0,625,704
5,2,person,613.0,236.5,"(613, 237)",537,48,689,425
6,1,person,530.0,354.0,"(530, 354)",434,0,626,708
6,2,person,609.5,242.5,"(609, 242)",536,60,683,425
7,1,person,534.0,354.0,"(534, 354)",438,0,630,708
8,1,person,543.0,351.0,"(543, 351)",447,0,639,702
9,1,person,553.5,350.0,"(553, 350)",457,0,650,700
10,1,person,564.5,352.0,"(564, 352)",466,0,663,704
11,1,person,568.0,352.5,"(568, 352)",468,0,668,705
12,1,person,578.5,352.5,"(578, 352)",478,0,679,705
13,1,person,592.5,354.0,"(593, 354)",490,0,695,708
14,1,person,598.0,354.0,"(598, 354)",494,0,702,708
15,1,person,600.0,354.5,"(600, 354)",494,0,706,709
15,2,person,532.5,141.0,"(532, 141)",477,4,588,278
16,1,person,606.0,355.0,"(606, 355)",497,0,715,710
16,2,person,519.5,186.5,"(519, 187)",452,14,587,359
17,1,person,608.0,355.0,"(608, 355)",496,0,720,710
17,2,person,514.5,199.5,"(515, 200)",446,17,583,382
18,1,person,618.0,355.5,"(618, 355)",503,0,733,711
18,2,person,510.5,209.0,"(511, 209)",442,20,579,398
18,3,person,584.0,71.0,"(584, 71)",550,0,618,142
19,1,person,633.5,357.0,"(633, 357)",514,0,753,714
19,2,person,505.5,211.5,"(505, 211)",437,18,574,405
19,3,person,583.5,83.0,"(583, 83)",544,0,623,166
20,1,person,653.5,357.5,"(654, 357)",528,0,779,715
20,2,person,503.5,215.0,"(503, 215)",436,22,571,408
20,3,person,583.5,97.0,"(584, 97)",538,0,629,194
21,1,person,664.0,356.0,"(664, 356)",534,0,794,712
21,2,person,502.5,215.5,"(503, 215)",435,20,570,411
21,3,person,583.5,117.5,"(584, 117)",529,0,638,235
22,1,person,666.5,356.0,"(666, 356)",534,0,799,712
22,2,person,503.5,214.5,"(503, 214)",436,18,571,411
22,3,person,583.5,141.5,"(584, 142)",520,0,647,283
23,1,person,667.0,356.0,"(667, 356)",531,0,803,712
23,2,person,504.0,213.5,"(504, 214)",437,16,571,411
23,3,person,583.5,152.5,"(584, 153)",517,0,650,305
24,1,person,666.5,357.0,"(667, 357)",527,0,806,714
24,2,person,502.5,214.0,"(503, 214)",435,14,570,414
24,3,person,585.0,174.5,"(585, 174)",512,3,658,346
25,1,person,671.0,357.0,"(671, 357)",529,0,813,714
25,2,person,501.5,214.0,"(501, 214)",435,13,568,415
25,3,person,589.5,195.5,"(589, 195)",510,1,669,390
26,1,person,678.5,357.0,"(678, 357)",534,0,823,714
26,2,person,500.5,212.5,"(500, 213)",435,15,566,410
26,3,person,592.5,201.0,"(592, 201)",513,0,672,402
27,1,person,693.0,357.0,"(693, 357)",546,0,840,714
27,2,person,485.5,214.5,"(486, 215)",418,8,553,421
27,3,person,594.5,210.5,"(594, 211)",514,0,675,421
28,1,person,701.0,356.0,"(701, 356)",553,0,849,712
28,2,person,476.5,214.5,"(477, 215)",410,9,543,420
28,3,person,596.5,215.0,"(596, 215)",517,0,676,430
29,1,person,703.5,355.5,"(704, 355)",554,0,853,711
29,2,person,473.5,214.5,"(473, 214)",408,10,539,419
29,3,person,597.5,216.0,"(597, 216)",520,0,675,432
30,1,person,711.0,356.0,"(711, 356)",561,0,861,712
30,2,person,468.0,213.5,"(468, 213)",404,11,532,416
30,3,person,599.5,216.5,"(599, 216)",524,0,675,433
31,1,person,719.0,355.5,"(719, 355)",569,0,869,711
31,2,person,463.5,213.5,"(464, 213)",400,11,527,416
31,3,person,601.0,216.5,"(601, 216)",527,0,675,433
32,1,person,745.0,349.0,"(745, 349)",600,0,890,698
32,2,person,461.5,213.0,"(461, 213)",397,6,526,420
32,3,person,602.5,215.0,"(602, 215)",531,0,674,430
33,1,person,759.0,350.0,"(759, 350)",615,0,903,700
33,2,person,459.5,212.0,"(459, 212)",395,3,524,421
33,3,person,605.0,214.0,"(605, 214)",535,0,675,428
34,1,person,764.5,350.0,"(764, 350)",621,0,908,700
34,2,person,458.5,212.5,"(459, 212)",394,2,523,423
34,3,person,607.5,213.5,"(607, 213)",539,0,676,427
35,1,person,766.0,350.0,"(766, 350)",623,0,909,700
35,2,person,458.0,212.0,"(458, 212)",394,1,522,423
35,3,person,608.0,213.0,"(608, 213)",541,0,675,426
36,1,person,790.0,351.5,"(790, 351)",649,0,931,703
36,2,person,456.0,213.0,"(456, 213)",393,6,519,420
36,3,person,610.0,213.5,"(610, 213)",544,0,676,427
37,1,person,813.0,352.5,"(813, 352)",674,0,952,705
37,2,person,453.5,213.0,"(454, 213)",391,7,516,419
37,3,person,613.5,212.5,"(614, 212)",549,0,678,425
38,1,person,831.5,352.5,"(832, 352)",695,0,968,705
38,2,person,451.5,212.0,"(452, 212)",391,15,512,409
38,3,person,617.0,213.5,"(617, 213)",553,0,681,427
39,1,person,847.0,351.0,"(847, 351)",713,0,981,702
39,2,person,453.0,213.0,"(453, 213)",391,11,515,415
39,3,person,619.0,214.0,"(619, 214)",556,0,682,428
40,1,person,858.0,352.0,"(858, 352)",726,0,990,704
40,2,person,455.5,213.0,"(455, 213)",392,6,519,420
40,3,person,621.5,211.5,"(621, 211)",560,0,683,423
41,1,person,861.5,352.0,"(862, 352)",732,0,991,704
41,2,person,456.5,213.5,"(456, 213)",392,4,521,423
41,3,person,622.0,210.0,"(622, 210)",561,0,683,420
42,1,person,866.5,351.0,"(867, 351)",739,0,994,702
42,2,person,455.5,212.5,"(456, 213)",393,9,518,416
42,3,person,623.5,207.0,"(623, 207)",564,0,683,414
43,1,person,877.5,352.0,"(878, 352)",750,0,1005,704
43,2,person,454.0,213.0,"(454, 213)",392,12,516,414
43,3,person,624.5,207.5,"(625, 207)",565,0,684,415
44,1,person,889.0,352.0,"(889, 352)",761,0,1017,704
44,2,person,451.5,212.5,"(451, 213)",390,13,513,412
44,3,person,626.5,208.5,"(627, 208)",567,0,686,417
45,1,person,901.0,352.0,"(901, 352)",771,0,1031,704
45,2,person,448.5,212.5,"(449, 213)",388,15,509,410
45,3,person,629.0,210.5,"(629, 210)",569,0,689,421
46,1,person,909.5,353.5,"(909, 353)",778,3,1041,704
46,2,person,446.5,212.5,"(446, 212)",387,18,506,407
46,3,person,632.5,212.5,"(632, 212)",572,0,693,425
47,1,person,912.0,353.5,"(912, 354)",779,4,1045,703
47,2,person,445.5,212.0,"(446, 212)",386,18,505,406
47,3,person,633.5,213.0,"(633, 213)",573,0,694,426
48,1,person,917.5,356.0,"(918, 356)",783,9,1052,703
48,2,person,440.5,210.5,"(441, 210)",382,21,499,400
48,3,person,640.0,211.5,"(640, 211)",578,0,702,423
49,1,person,922.5,358.0,"(922, 358)",788,15,1057,701
49,2,person,437.5,208.0,"(437, 208)",379,18,496,398
49,3,person,645.0,211.0,"(645, 211)",582,0,708,422
50,1,person,925.5,358.0,"(925, 358)",790,15,1061,701
50,2,person,434.5,206.0,"(435, 206)",376,16,493,396
50,3,person,653.0,214.0,"(653, 214)",588,0,718,428
51,1,person,932.0,359.5,"(932, 359)",795,17,1069,702
51,2,person,433.0,207.0,"(433, 207)",374,16,492,398
51,3,person,658.5,217.5,"(659, 217)",591,0,726,435
52,1,person,943.5,357.5,"(943, 357)",808,18,1079,697
52,2,person,430.5,204.5,"(431, 205)",372,16,489,393
52,3,person,664.0,219.5,"(664, 219)",594,0,734,439
53,1,person,947.5,356.5,"(948, 357)",812,18,1083,695
53,2,person,430.5,204.0,"(430, 204)",372,16,489,392
53,3,person,666.0,220.0,"(666, 220)",595,0,737,440
54,1,person,954.0,352.5,"(954, 353)",819,13,1089,692
54,2,person,429.0,202.5,"(429, 202)",371,18,487,387
54,3,person,669.0,219.5,"(669, 219)",596,0,742,439
55,1,person,962.0,349.0,"(962, 349)",828,7,1096,691
55,2,person,429.0,202.0,"(429, 202)",371,19,487,385
55,3,person,670.5,219.0,"(670, 219)",597,0,744,438
56,1,person,986.5,351.0,"(987, 351)",854,2,1119,700
56,2,person,428.0,200.0,"(428, 200)",370,19,486,381
56,3,person,670.5,219.5,"(671, 219)",596,0,745,439
57,1,person,992.5,346.5,"(993, 347)",865,0,1120,693
57,2,person,428.0,198.5,"(428, 198)",370,19,486,378
57,3,person,670.0,219.0,"(670, 219)",595,0,745,438
58,1,person,1002.5,345.0,"(1002, 345)",880,0,1125,690
58,2,person,428.5,197.5,"(428, 197)",371,19,486,376
58,3,person,669.5,224.5,"(670, 225)",599,17,740,432
59,1,person,1005.5,344.5,"(1006, 344)",887,0,1124,689
59,2,person,428.5,197.5,"(428, 197)",371,20,486,375
59,3,person,669.0,227.0,"(669, 227)",600,24,738,430
60,1,person,1009.5,343.0,"(1010, 343)",895,0,1124,686
60,2,person,429.0,197.0,"(429, 197)",371,19,487,375
60,3,person,670.5,227.5,"(671, 228)",600,19,741,436
61,1,person,1013.5,343.5,"(1014, 344)",907,14,1120,673
61,2,person,429.5,198.0,"(430, 198)",371,19,488,377
